id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class
1104630,VILLAGE ESTATES MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX2410043,N,Municipal Short,Mobile Home Park
1104632,KICKAPOO PRESERVE SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX2370096,N,Municipal Short,Municipal
1104633,LINCOLN SQUARE SUBDIVISION PWS,water system,,,,,,,,,,,,,,,,,,,,TX1013111,N,Municipal Short,Mobile Home Park
1104638,CORNERSTONE MOBILE HOME COMMUNITY,water system,,,,,,,,,,,,,,,,,,,,TX1013193,N,Municipal Short,Mobile Home Park
1104639,CEDAR CREEK FOREST MOBILE HOME COMMUNITY,water system,,,,,,,,,,,,,,,,,,,,TX1013200,N,Municipal Short,Mobile Home Park
1104641,TIDWELL FOREST NEW SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX1013247,N,Municipal Short,Private/IOU
1104642,LAZY ACRES MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1013249,N,Municipal Short,Mobile Home Park
1104644,GRANGER SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX1013325,N,Municipal Short,Private/IOU
1104645,RIVERTON RANCH,water system,,,,,,,,,,,,,,,,,,,,TX1013366,N,Municipal Short,Private/IOU
1104649,HARRIS COUNTY MUD 457,water system,2022.0,N," 5,781 "," 206,521,600 "," 1,912 ",,," 2,040,400 ", 7 ,,," 4,480,300 ", 8 ," 55,627,300 ", 71 ," 268,669,600 "," 1,998 ",,,TX1013576,N,Municipal Long,District 
1104650,CLEARWATER DISTRIBUTION,water system,,,,,,,,,,,,,,,,,,,,TX1020063,N,Municipal Short,Mobile Home Park
1104651,SOUTHFORD MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1020066,N,Municipal Short,Mobile Home Park
1104653,BFT FAMILY TRAILER PARK,water system,,,,,,,,,,,,,,,,,,,,TX2370069,N,Municipal Short,Mobile Home Park
1104654,WILLOW RIVER FARMS,water system,,,,,,,,,,,,,,,,,,,,TX2370061,N,Municipal Short,Private/IOU
1104655,GULF COAST TRADES CENTER,water system,,,,,,,,,,,,,,,,,,,,TX2360023,N,Municipal Short,Municipal
1104659,TEXAS GRAND RANCH,water system,,,,,,,,,,,,,,,,,,,,TX2360088,N,Municipal Short,Private/IOU
1104660,BLUE AGAVE MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1050105,N,Municipal Short,Mobile Home Park
1104661,DEVEREUX FOUNDATION,water system,,,,,,,,,,,,,,,,,,,,TX2350008,N,Municipal Short,Private/IOU
1104662,GBRA IH-35 TRANSMISSION MAIN,water system,,,,,,,,,,,,,,,,,,,,TX1050149,Y,Municipal Short,Institutions/Facilities
1104663,HEADWATERS AT BARTON CREEK,water system,,,,,,,,,,,,,,,,,,,,TX1050184,N,Municipal Short,Private/IOU
1104665,HOLIDAY TRAV L PARK,water system,,,,,,,,,,,,,,,,,,,,TX2330022,N,Municipal Short,Mobile Home Park
1104667,AMERICAN CAMP GROUND,water system,,,,,,,,,,,,,,,,,,,,TX2330023,N,Municipal Short,Mobile Home Park
1104668,WHITNEY RESORTS,water system,,,,,,,,,,,,,,,,,,,,TX1090075,N,Municipal Short,Mobile Home Park
1104669,ROUGH CANYON CONDOS,water system,,,,,,,,,,,,,,,,,,,,TX2330047,N,Municipal Short,Private/IOU
1104672,INTERNATIONAL ALERT ACADEMY,water system,,,,,,,,,,,,,,,,,,,,TX2300009,N,Municipal Short,Private/IOU
1104673,TRI COUNTY POINT WATER SYSTEM 3,water system,2022.0,N, 966 ," 2,477,745 ", 322 ,,,,,,,,,,," 2,477,745 ", 322 ,,,TX1200028,N,Municipal Long,Private/IOU
1104674,WINDMILL MOBILE HOME ESTATES,water system,,,,,,,,,,,,,,,,,,,,TX2290038,N,Municipal Short,Mobile Home Park
1104675,HIGHWAY 71 STORAGE & MHP,water system,,,,,,,,,,,,,,,,,,,,TX2270186,N,Municipal Short,Private/IOU
1104676,FOREST OAKS VILLAGE,water system,,,,,,,,,,,,,,,,,,,,TX2270271,N,Municipal Short,Mobile Home Park
1104677,BROWNS POOL AND PARK,water system,,,,,,,,,,,,,,,,,,,,TX2260022,N,Municipal Short,Private/IOU
1104678,TRI COUNTY POINT WATER SYSTEM 4,water system,2022.0,N, 300 ," 757,818 ", 83 ,,,,,,,,,,," 757,818 ", 83 ,,,TX1200029,N,Municipal Long,Private/IOU
1104682,FRED MITCHELL MHP,water system,,,,,,,,,,,,,,,,,,,,TX1260133,N,Municipal Short,Mobile Home Park
1104683,WARING KNOLL SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX1300039,N,Municipal Short,Private/IOU
1104684,HERMANN SONS HOME,water system,,,,,,,,,,,,,,,,,,,,TX1330039,N,Municipal Short,Private/IOU
1104685,MO-RANCH PRESBYTERIAN ASSEMBLY,water system,,,,,,,,,,,,,,,,,,,,TX1330054,N,Municipal Short,Institutions/Facilities
1104686,TRIPLE T RV RESORT,water system,,,,,,,,,,,,,,,,,,,,TX1330170,N,Municipal Short,Mobile Home Park
1104687,EAGLE MOUNTAIN RV PARK,water system,,,,,,,,,,,,,,,,,,,,TX2200358,N,Municipal Short,Mobile Home Park
1104688,LAKESIDE VILLAGE,water system,,,,,,,,,,,,,,,,,,,,TX1450021,N,Municipal Short,Private/IOU
1104689,CLEVELAND MH AND RV PARK,water system,,,,,,,,,,,,,,,,,,,,TX1460043,N,Municipal Short,Mobile Home Park
1104691,RIVERWOOD ESTATES,water system,,,,,,,,,,,,,,,,,,,,TX1460146,N,Municipal Short,Mobile Home Park
1104692,CHART HOUSE CONDOMINIUM,water system,,,,,,,,,,,,,,,,,,,,TX2200162,N,Municipal Short,Private/IOU
1104693,RANCHO SAN VICENTE,water system,,,,,,,,,,,,,,,,,,,,TX1460178,N,Municipal Short,Private/IOU
1104694,GRAND SAN JACINTO WATER SYSTEM,water system,2022.0,N," 4,836 "," 126,420,000 "," 1,612 ",,,,,,,,,,," 126,420,000 "," 1,612 ",,,TX1460179,N,Municipal Long,Water Supply Corporation
1104695,HHSC MEXIA STATE SUPPORTED LIVING CENTER,water system,,,,,,,,,,,,,,,,,,,,TX1470009,N,Municipal Short,Institutions/Facilities
1104696,LAKE FRONT BUCHANAN,water system,,,,,,,,,,,,,,,,,,,,TX1500033,N,Municipal Short,Mobile Home Park
1104697,FAMILY COMMUNITY CENTER MHP,water system,,,,,,,,,,,,,,,,,,,,TX1520026,N,Municipal Short,Mobile Home Park
1104701,TEXAS BOYS RANCH,water system,,,,,,,,,,,,,,,,,,,,TX1520072,N,Municipal Short,Institutions/Facilities
1104702,HAPPY HILL FARM ACADEMY,water system,,,,,,,,,,,,,,,,,,,,TX2130009,N,Municipal Short,Private/IOU
1104706,CHRISTIAN LIFE CENTER,water system,,,,,,,,,,,,,,,,,,,,TX1520219,N,Municipal Short,Institutions/Facilities
1104707,WEST ROOSEVELT MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1520232,N,Municipal Short,Mobile Home Park
1104710,HEARTLAND HOUSE,water system,,,,,,,,,,,,,,,,,,,,TX1520292,N,Municipal Short,Private/IOU
1104712,WAYPOINT LANDING,water system,,,,,,,,,,,,,,,,,,,,TX1610137,N,Municipal Short,Private/IOU
1104713,WEST VIEW SUBDIVISION,water system,2022.0,N, 900 ," 21,330,886 ", 900 ,,,,,,,,,,," 21,330,886 ", 900 ," 3,689,114 ",,TX1630039,N,Municipal Long,Private/IOU
1104714,COLDWATER DAIRY,water system,,,,,,,,,,,,,,,,,,,,TX2110004,N,Municipal Short,Private/IOU
1104716,CHEROKEE HOME FOR CHILDREN,water system,,,,,,,,,,,,,,,,,,,,TX2060004,N,Municipal Short,Private/IOU
1104717,POST OAK,water system,2022.0,N, 32 ," 1,285,800 ", 12 ,,,,,,,,,,," 1,285,800 ", 12 ,,,TX1980018,N,Municipal Long,Private/IOU
1104718,THE RIDGE AT FRIO RIVER WATER SYSTEM,water system,2022.0,N, 15 ," 1,184,480 ", 11 ,,,,,,,,,,," 1,184,480 ", 11 ,,,TX1930024,N,Municipal Long,Private/IOU
1104719,CROWN MOUNTAIN WSC,water system,2022.0,N, 90 ," 1,605,920 ", 42 ,,," 183,265 ", 3 ,,,,,,," 1,789,185 ", 45 ," 1,000 ", 3 ,TX1930020,N,Municipal Long,Water Supply Corporation
1104723,SUGAR PINES MHP,water system,,,,,,,,,,,,,,,,,,,,TX1810103,N,Municipal Short,Mobile Home Park
1104724,SUNRISE EAST APARTMENTS,water system,,,,,,,,,,,,,,,,,,,,TX1810177,N,Municipal Short,Private/IOU
1104726,OAK ACRES MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1810179,N,Municipal Short,Mobile Home Park
1104727,CLAYTON WSC PLANT 2,water system,2022.0,N, 762 ," 20,892,000 ", 352 ," 671,000 ", 8 ," 187,200 ", 6 ,,," 280,400 ", 5 ," 70,400 ", 2 ," 22,101,000 ", 373 ,,,TX1830029,N,Municipal Long,Water Supply Corporation
1104728,CLAYTON WSC PLANT 3 AND 7,water system,2022.0,N, 402 ," 4,771,500 ", 130 ," 69,600 ", 1 ," 539,200 ", 7 ,,," 129,900 ", 3 ,,," 5,510,200 ", 141 ,,,TX1830030,N,Municipal Long,Water Supply Corporation
1104730,MIDWAY HOMES,water system,,,,,,,,,,,,,,,,,,,,TX1840169,N,Municipal Short,Mobile Home Park
1104731,HIGHLAND COURT,water system,,,,,,,,,,,,,,,,,,,,TX1840171,N,Municipal Short,Municipal
1104732,HIGHLAND MEADOWS,water system,,,,,,,,,,,,,,,,,,,,TX1840172,N,Municipal Short,Municipal
1104739,MAGNOLIA RV PARK,water system,,,,,,,,,,,,,,,,,,,,TX1870116,N,Municipal Short,Mobile Home Park
1104741,LAKE LIVINGSTON PINESHADOWS EAST,water system,2022.0,N," 6,279 "," 83,994,000 "," 2,093 ",,,,,,,,,,," 83,994,000 "," 2,093 ",,,TX1870166,N,Municipal Long,Municipal
1104742,CHERRY AVE MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1880008,N,Municipal Short,Mobile Home Park
1104743,NORTHVIEW MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1880015,N,Municipal Short,Mobile Home Park
1104747,WESTGATE MANUFACTURED TOWNHOME COMMUNITY,water system,,,,,,,,,,,,,,,,,,,,TX1650047,N,Municipal Short,Mobile Home Park
1104748,SPRING MEADOW MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1650066,N,Municipal Short,Mobile Home Park
1104749,COUNTRY VILLAGE MOBILE HOME ESTATES,water system,,,,,,,,,,,,,,,,,,,,TX1650111,N,Municipal Short,Mobile Home Park
1104750,MIDLAND COUNTY FWSD 1,water system,,,,,,,,,,,,,,,,,,,,TX1650133,Y,Municipal Short,District 
1104753,NEW HORIZONS RANCH & CENTER,water system,,,,,,,,,,,,,,,,,,,,TX1670009,N,Municipal Short,Institutions/Facilities
1104754,ELM GROVE VILLAGE,water system,,,,,,,,,,,,,,,,,,,,TX1910044,N,Municipal Short,Mobile Home Park
1104756,SUNSET WATER,water system,,,,,,,,,,,,,,,,,,,,TX1710023,N,Municipal Short,Municipal
1104757,LOCH NESS COVE SUBDIVISION WATER SYSTEM,water system,,,,,,,,,,,,,,,,,,,,TX1700148,N,Municipal Short,Municipal
1104759,LAKEVIEW POINTE APARTMENTS,water system,,,,,,,,,,,,,,,,,,,,TX1700414,N,Municipal Short,Municipal
1104760,WOOD ACRES MHP,water system,,,,,,,,,,,,,,,,,,,,TX1700426,N,Municipal Short,Mobile Home Park
1104761,SETTLERS CROSSING,water system,,,,,,,,,,,,,,,,,,,,TX1700615,N,Municipal Short,Mobile Home Park
1104763,BIG OAKS RANCHETTE SUBDIVISION,water system,2022.0,N, 72 ," 4,180,500 ", 24 ,,,,,,,,,,," 4,180,500 ", 24 ,,,TX1700639,N,Municipal Long,Private/IOU
1104764,PINE KNOB SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX1700652,N,Municipal Short,Private/IOU
1104766,FALLS OF WILDWOOD,water system,,,,,,,,,,,,,,,,,,,,TX1700673,N,Municipal Short,Private/IOU
1104767,MAGNOLIA COUNTRY RV PARK,water system,,,,,,,,,,,,,,,,,,,,TX1700730,N,Municipal Short,Mobile Home Park
1104768,IS ZEN CENTER LOTUS LAKE,water system,,,,,,,,,,,,,,,,,,,,TX1700755,N,Municipal Short,Private/IOU
1104769,EMERALD LAKES SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX1700777,N,Municipal Short,Private/IOU
1104770,RIO VISTA SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX1700778,N,Municipal Short,Private/IOU
1104771,BLAKETREE MUD 1,water system,2022.0,N, 510 ," 16,441,000 ", 155 ,,," 2,683,000 ", 9 ,,,,," 279,000 ", 6 ," 19,403,000 ", 170 ,,,TX1700784,N,Municipal Long,District 
1104772,NEW DANVILLE COMMUNITY,water system,,,,,,,,,,,,,,,,,,,,TX1700803,N,Municipal Short,Private/IOU
1104773,MONTGOMERY COUNTY MUD 139,water system,2022.0,N," 4,371 "," 207,701,000 "," 1,592 ",,," 776,000 ", 3 ,,,,," 28,366,000 ", 24 ," 236,843,000 "," 1,619 ",,,TX1700832,N,Municipal Long,District 
1104774,HOLLY OAKS MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1700839,N,Municipal Short,Mobile Home Park
1104775,MONTGOMERY COUNTY MUD 96,water system,2022.0,N," 2,346 "," 64,281,000 ", 790 ,,,,,,," 1,308,000 ", 2 ,,," 65,589,000 ", 792 ," 1,116,600 ", 1 ,TX1700847,N,Municipal Long,District 
1104776,MONTGOMERY COUNTY MUD 137,water system,2022.0,N," 2,223 "," 118,434,000 ", 776 ,,," 713,000 ", 4 ,,,,,,," 119,147,000 ", 780 ," 1,343,650 ", 3 ,TX1700840,N,Municipal Long,District 
1104777,FOREST TRACE,water system,,,,,,,,,,,,,,,,,,,,TX1700869,N,Municipal Short,Private/IOU
1104778,COUNTRY OAKS MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX2200139,N,Municipal Short,Mobile Home Park
1104843,EAST MONTGOMERY COUNTY MUD 7,water system,2022.0,N," 2,922 "," 55,837,000 ", 965 ,,,,,,," 10,287,000 ", 9 ,,," 66,124,000 ", 974 ,,,TX1700881,N,Municipal Long,District 
1104898,FORT BEND COUNTY MUD 184,water system,2022.0,N," 1,713 "," 68,910,800 ", 584 ,,,,,,," 787,500 ", 3 ,,," 69,698,300 ", 587 ," 4,807,348 ", 1 ,TX0790559,N,Municipal Long,District 
1104946,HAPPY OAKS,water system,,,,,,,,,,,,,,,,,,,,TX0450064,N,Municipal Short,Mobile Home Park
1105003,FRIO CANON WATER,water system,2022.0,N, 48 ," 3,077,400 ", 20 ,,,,,,,,,,," 3,077,400 ", 20 ,,,TX1930023,N,Municipal Long,Municipal
1105006,AMERICAN LEGION MIA POST 231,water system,,,,,,,,,,,,,,,,,,,,TX0910153,N,Municipal Short,Institutions/Facilities
1105007,VILLAS OF WILLOWBROOK,water system,,,,,,,,,,,,,,,,,,,,TX1013599,N,Municipal Short,Private/IOU
1105008,HARRIS COUNTY MUD 489,water system,2022.0,N," 9,342 "," 309,885,000 "," 2,845 "," 10,150,000 ", 509 ," 24,749,000 ", 19 ,,," 60,000 ", 1 ," 30,897,000 ", 120 ," 375,741,000 "," 3,494 "," 9,095,691 ", 1 ,TX1013628,N,Municipal Long,District 
1105009,HARRIS COUNTY MUD 422,water system,2022.0,N," 1,479 "," 21,942,000 ", 315 ,,," 9,681,000 ", 178 ,,,,,,," 31,623,000 ", 493 ,,,TX1013632,N,Municipal Long,District 
1105010,PROCHNOW COUNTRY HOMES,water system,,,,,,,,,,,,,,,,,,,,TX1050191,N,Municipal Short,Private/IOU
1105011,SOLAR VILLAGE HOA,water system,,,,,,,,,,,,,,,,,,,,TX1330177,N,Municipal Short,Private/IOU
1105012,FALL BRANCH ESTATES,water system,,,,,,,,,,,,,,,,,,,,TX1330178,N,Municipal Short,Private/IOU
1105014,SETTLERS CROSSING WATER SYSTEM 2,water system,2022.0,N, 90 ," 2,000,000 ", 30 ,,,,,,,,,,," 2,000,000 ", 30 ,,,TX0080060,N,Municipal Long,Water Supply Corporation
1105018,BEACON BAY MARINA AND RV PARK,water system,,,,,,,,,,,,,,,,,,,,TX1870016,N,Municipal Short,Mobile Home Park
1105019,WATER SYSTEM,water system,,,,,,,,,,,,,,,,,,,,TX0110063,N,Municipal Short,Water Supply Corporation
1105021,WEST PARK ADDITION,water system,,,,,,,,,,,,,,,,,,,,TX1840193,N,Municipal Short,Private/IOU
1105033,BRAZORIA COUNTY MUD 32,water system,2022.0,N," 2,028 "," 51,052,000 ", 669 ,,," 4,082,000 ", 4 ,,," 111,000 ", 3 ," 28,682,000 ", 26 ," 83,927,000 ", 702 ,,,TX0200749,N,Municipal Long,Municipal
1105102,HARRIS COUNTY MUD 423,water system,,,,,,,,,,,,,,,,,,,,TX1013691,N,Municipal Long,District 
1105120,EMERALD ESTATES,water system,2022.0,N, 54 ," 796,000 ", 18 ,,,,,,,,,,," 796,000 ", 18 ," 9,000 ", 1 ,TX2040069,N,Municipal Long,Private/IOU
1105122,CHIPPER POINT APARTMENTS,water system,,,,,,,,,,,,,,,,,,,,TX1520308,N,Municipal Short,Private/IOU
1105123,STAY A WHILE RV PARK,water system,,,,,,,,,,,,,,,,,,,,TX1070249,N,Municipal Short,Mobile Home Park
1105126,SEAPORT LAKES SUBDIVISION,water system,,,,,,,,,,,,,,,,,,,,TX0290066,N,Municipal Short,Private/IOU
1105147,HARRIS COUNTY MUD 551,water system,2022.0,N," 1,296 "," 34,465,000 ", 423 ,,,,,,," 5,633,000 ", 9 ,,," 40,098,000 ", 432 ,,,TX1013688,N,Municipal Long,District 
1105375,SHADY MEADOWS MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX0940097,N,Municipal Long,Mobile Home Park
1105376,ENCINO ESTATES,water system,2022.0,N," 1,491 "," 35,316,000 ", 497 ,,,,,,,,,,," 35,316,000 ", 497 ,,,TX1460187,N,Municipal Long,Private/IOU
1105377,A & S WATER SERVICES,water system,2022.0,N, 52 ," 1,375,000 ", 13 ,,,,,,,,,,," 1,375,000 ", 13 ,,,TX1700891,N,Municipal Long,Water Supply Corporation
1105378,CHISHOLM TRAIL MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX1260139,N,Municipal Short,Mobile Home Park
1105379,ROLLING FORK RV & MOBILE HOME PARK,water system,2022.0,N, 25 ," 878,820 ", 87 ,,,,,,,,,,," 878,820 ", 87 ,,,TX1900016,N,Municipal Long,Mobile Home Park
1105380,FORT BEND COUNTY MUD 213,water system,2022.0,N, 25 ,,,,,,,,," 824,700 ", 2 , 800 , 1 ," 825,500 ", 3 ," 973,000 ",,TX0790586,N,Municipal Long,District 
1105424,FREEMAN RANCH,water system,2022.0,N," 1,791 "," 54,082,000 ", 597 ,,,,,,,,,,," 54,082,000 ", 597 ,,,TX2370123,N,Municipal Long,Private/IOU
1105498,FORT BEND COUNTY MUD 190,water system,2022.0,N," 4,998 "," 106,903,000 "," 1,361 "," 9,434,000 ", 300 ," 342,000 ", 1 ,,," 3,068,000 ", 4 ," 56,808,000 ", 28 ," 176,555,000 "," 1,694 "," 2,812,000 ",,TX0790501,N,Municipal Long,District 
1105499,SAKO PROPERTIES,water system,2022.0,N, 19 ," 457,200 ", 11 ,,,,,,,,,,," 457,200 ", 11 ,,,TX0790537,N,Municipal Long,Private/IOU
1105502,SUMMIT RIDGE,water system,2022.0,N, 207 ," 7,495,100 ", 68 ,,," 37,000 ", 1 ,,,,,,," 7,532,100 ", 69 ,,,TX1630048,N,Municipal Long,Private/IOU
1105505,LAKEHOUSE WATER PLANT,water system,2022.0,N," 1,071 "," 160,526,000 ", 357 ,,,,,,,,,,," 160,526,000 ", 357 ,,,TX2370111,N,Municipal Long,Water Supply Corporation
1105681,LONE OAK CABINS,water system,,,,,,,,,,,,,,,,,,,,TX0720061,N,Municipal Short,Private/IOU
1105682,FORT BEND COUNTY MUD 220,water system,2022.0,N," 1,602 "," 46,867,000 ", 530 ,,," 1,450,000 ", 7 ,,,,," 9,991,000 ", 9 ," 58,308,000 ", 546 ," 1,483,000 ", 1 ,TX0790573,N,Municipal Long,District 
1105683,VINEYARD RIDGE WATER SUPPLY,water system,2022.0,N, 213 ," 4,698,000 ", 71 ,,,,,,,,,,," 4,698,000 ", 71 ,,,TX0860144,N,Municipal Long,Water Supply Corporation
1105684,MEAZELL MHP,water system,,,,,,,,,,,,,,,,,,,,TX1740039,N,Municipal Short,Mobile Home Park
1105685,THE HACIENDAS AT CHRISTOVAL RANCH,water system,2022.0,Y, 135 ," 3,575,300 ", 43 ,,,,,,,,,,," 3,575,300 ", 43 ," 171,200 ", 1 ,TX2260113,N,Municipal Long,Private/IOU
1106091,KNOX COUNTY RURAL SUD,water system,2022.0,N, 280 ," 2,292,250 ", 70 ,,," 173,000 ", 5 ,,,,," 1,859,750 ", 57 ," 4,325,000 ", 132 ,,,TX1380013,N,Municipal Long,District 
1106111,HARRIS COUNTY MUD 538,water system,2022.0,N," 1,380 "," 66,393,000 ", 465 ,,,,,,,,,,," 66,393,000 ", 465 ," 558,700 ", 1 ,TX1013640,N,Municipal Long,District 
1106112,HARRIS COUNTY MUD 558,water system,2022.0,N," 2,868 "," 131,597,000 ", 958 ,,,,,,,,,,," 131,597,000 ", 958 ," 3,240,948 ", 3 ,TX1013698,N,Municipal Long,District 
1106152,FORT BEND COUNTY MUD 218,water system,2022.0,N," 2,367 "," 61,392,500 ", 785 ,,,,,,," 383,300 ", 4 ," 20,393,300 ", 7 ," 82,169,100 ", 796 ,,,TX0790582,N,Municipal Long,Municipal
1106267,MONTGOMERY COUNTY MUD 111,water system,2022.0,N," 1,734 "," 71,292,000 ", 830 ,,," 119,000 ", 7 ,,,,," 23,563,000 ", 18 ," 94,974,000 ", 855 ," 7,669,350 ", 1 ,TX1700883,N,Municipal Long,District 
1106268,MONTGOMERY COUNTY MUD 164,water system,2022.0,N," 1,845 "," 39,284,000 ", 600 ,,,,," 1,638,000 ", 3 ," 5,438,000 ", 7 ,,," 46,360,000 ", 610 ,,,TX1700894,N,Municipal Long,District 
1106270,ORCHARDS ON THE BRAZOS,water system,,,,,,,,,,,,,,,,,,,,TX2130046,N,Municipal Short,Private/IOU
1106272,LAKESIDE MUD 3,water system,2022.0,N," 2,823 "," 112,043,000 ", 940 ,,,,,,,,,,," 112,043,000 ", 940 ," 732,089 ", 20 ,TX2270422,N,Municipal Long,District 
1106273,WALLER COUNTY ROAD IMPROVEMENT DIST 1,water system,2022.0,N," 1,335 "," 29,896,000 ", 429 ,,," 13,506,000 ", 10 ,,,,," 10,591,000 ", 6 ," 53,993,000 ", 445 ,,,TX2370094,N,Municipal Long,District 
1106275,BETHEL ASH WSC LAKE PLANT,water system,2022.0,N, 804 ," 12,225,160 ", 268 ,,,,,,,,,,," 12,225,160 ", 268 ," 683,320 ", 26 ,TX1070258,N,Municipal Long,Water Supply Corporation
1106276,HARRIS COUNTY MUD 213-A,water system,2022.0,N," 2,748 "," 36,715,000 ", 906 ,,," 831,000 ", 1 ,,,,," 16,665,000 ", 9 ," 54,211,000 ", 916 ,,,TX1013695,N,Municipal Long,District 
1106277,ADVANCED RV PARK,water system,,,,,,,,,,,,,,,,,,,,TX1013374,N,Municipal Short,Mobile Home Park
1106279,PECAN GROVE MOBILE HOME PARK,water system,,,,,,,,,,,,,,,,,,,,TX0940098,N,Municipal Short,Mobile Home Park
1106280,VACEK COUNTRY MEADOWS,water system,2022.0,N, 798 ," 14,881,000 ", 266 ,,,,,,,,,,," 14,881,000 ", 266 ,,,TX0790580,N,Municipal Long,Private/IOU
1106281,FORT BEND COUNTY MUD 189,water system,2022.0,N, 579 ," 21,097,000 ", 200 ,,,,,,,,,,," 21,097,000 ", 200 ," 7,480,210 ", 1 ,TX0790497,N,Municipal Long,District 
1106282,RIVERBEND RV PARK AND RESORT,water system,,,,,,,,,,,,,,,,,,,,TX0790414,N,Municipal Short,Mobile Home Park
1106283,ELLIS COUNTY FWSD 1,water system,2022.0,N, 903 ," 33,762,000 ", 364 ,,," 15,471,000 ", 2 ,,,,," 15,643,000 ", 6 ," 64,876,000 ", 372 ," 7,413,000 ", 1 ,TX0700081,N,Municipal Long,District 
1106284,CARDON LOOP,water system,,,,,,,,,,,,,,,,,,,,TX0450054,N,Municipal Short,Mobile Home Park
1106287,BRAZORIA COUNTY MUD 24,water system,2022.0,N, 528 ," 9,945,250 ", 176 ,,,,,,,,,,," 9,945,250 ", 176 ," 3,105,750 ", 1 ,TX0200775,N,Municipal Long,District 
1106290,THE COLONY MUD 1A,water system,2022.0,N," 1,590 "," 52,978,000 ", 530 ,,,,,,,,," 5,426,000 ", 7 ," 58,404,000 ", 537 ,,,TX0110053,N,Municipal Long,District 
1106312,BRAZORIA - FORT BEND COUNTIES MUD 3,water system,2022.0,N," 3,561 "," 63,483,900 "," 1,180 ",,,,,,," 8,010,000 ", 7 ," 33,112,400 ", 20 ," 104,606,300 "," 1,207 ",,,TX0790597,N,Municipal Long,District 
1106421,WOODCREEK SUBDIVISION SEC II,water system,,,,,,,,,,,,,,,,,,,,TX1460099,N,Municipal Short,Private/IOU
1106463,THE HOUSTON OAKS GOLF AND COUNTRY CLUB,water system,,,,,,,,,,,,,,,,,,,,TX2370030,N,Municipal Short,Institutions/Facilities
1106464,MONTGOMERY COUNTY MUD 166,water system,2022.0,N," 1,341 "," 40,084,000 ", 452 ,,,,,,,,,,," 40,084,000 ", 452 ," 1,272,248 ", 1 ,TX1700903,N,Municipal Long,District 
1106465,CAPRI ISLE WATER PLANT,water system,2022.0,N, 100 ," 8,807,200 ", 86 ,,,,,,,,,,," 8,807,200 ", 86 ,,,TX1700899,N,Municipal Long,Municipal
1106466,EAST MONTGOMERY COUNTY MUD 12,water system,2022.0,N," 3,165 "," 78,889,000 "," 1,055 ",,,,,,," 911,000 ", 2 ,,," 79,800,000 "," 1,057 "," 800,680 ", 1 ,TX1700898,N,Municipal Long,District 
1106468,MILL CREEK,water system,2022.0,N," 1,878 "," 28,084,000 ", 626 ,,,,,,,,,,," 28,084,000 ", 626 ,,,TX1700857,N,Municipal Long,Private/IOU
1106470,HARRIS COUNTY MUD 565,water system,2022.0,N," 1,905 "," 37,043,400 ", 635 ,,,,,,," 311,900 ",," 19,131,000 ", 6 ," 56,486,300 ", 641 ," 2,091,000 ",,TX1013663,N,Municipal Long,District 
1106471,TELGE JARVIS WATER PLANT,water system,2022.0,N," 1,164 "," 35,466,000 ", 388 ,,,,,,,,,,," 35,466,000 ", 388 ,,,TX1013638,N,Municipal Long,Municipal
1106472,TEJAS TRAILS SUBDIVISION,water system,2022.0,N, 186 ," 6,255,000 ", 69 ,,,,,,,,,,," 6,255,000 ", 69 ,,,TX0790593,N,Municipal Long,Private/IOU
1106473,SIENNA MUD 6,water system,2022.0,N," 3,225 "," 92,850,400 "," 1,060 ",,," 54,000 ", 1 ,,," 10,267,700 ", 14 ," 35,194,000 ", 44 ," 138,366,100 "," 1,119 ",,,TX0790491,N,Municipal Long,District 
