Year,TWDB Seller Survey No,PWS Name,Seller County,Seller Water Type, Seller Volume Reported ,Buyer Survey No,Buyer Name,Buyer Water Type, Buyer Volume Reported ,Buyer NAICS Code, Volume Used In Net Use ,Volume Source Used In Net Use
2022,820165,SPRINGS HILL WSC,GUADALUPE,Surface Water," 28,687,000 ",1102692,CATERPILLAR INC,Surface Water," 25,844,000 ",333618," 25,844,000 ",BUYER-VOLUME
2023,820180,CITY OF SPRINGTOWN,PARKER,N/A, -   ,722751,CITY OF RENO,Surface Water," 230,000 ",N/A," 230,000 ",BUYER-VOLUME
2023,820180,CITY OF SPRINGTOWN,PARKER,N/A, -   ,1101476,OTHER MINING PARKER COUNTY,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,820180,CITY OF SPRINGTOWN,PARKER,N/A, -   ,722751,CITY OF RENO,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,820180,CITY OF SPRINGTOWN,PARKER,N/A, -   ,1101476,OTHER MINING PARKER COUNTY,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,820200,CITY OF SPUR,DICKENS,N/A, -   ,228400,CITY OF DICKENS,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,820200,CITY OF SPUR,DICKENS,Surface Water," 12,200,900 ",896275,VALLEY WSC,Surface Water," 12,200,900 ",N/A," 12,200,900 ",BUYER-VOLUME
2022,820200,CITY OF SPUR,DICKENS,N/A, -   ,228400,CITY OF DICKENS,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,820200,CITY OF SPUR,DICKENS,Surface Water," 14,165,000 ",896275,VALLEY WSC,Surface Water," 14,165,000 ",N/A," 14,165,000 ",BUYER-VOLUME
2023,821000,FORT BEND COUNTY WCID 2,FORT BEND,N/A, -   ,26657,EMERSON AUTOMATION SOLUTION - STAFFORD PLANT,Groundwater," 6,290,614 ",332911," 6,290,614 ",BUYER-VOLUME
2023,821000,FORT BEND COUNTY WCID 2,FORT BEND,N/A, -   ,38000,ATEC INC,Groundwater," 706,000 ",334514," 706,000 ",BUYER-VOLUME
2023,821000,FORT BEND COUNTY WCID 2,FORT BEND,N/A," 62,181,000 ",286225,Fort Bend County WCID2-FIFTH STREET WATER CORPORATION,Groundwater," 62,181,000 ",N/A," 62,181,000 ",BUYER-VOLUME
2023,821000,FORT BEND COUNTY WCID 2,FORT BEND,Groundwater," 42,140,000 ",370122,Inframark-HARRIS COUNTY MUD 122,Groundwater," 42,298,000 ",N/A," 42,298,000 ",BUYER-VOLUME
2022,821000,FORT BEND COUNTY WCID 2,FORT BEND,N/A, -   ,26657,EMERSON AUTOMATION SOLUTION - STAFFORD PLANT,Groundwater," 6,290,614 ",332911," 6,290,614 ",BUYER-VOLUME
2022,821000,FORT BEND COUNTY WCID 2,FORT BEND,N/A, -   ,38000,ATEC INC,Groundwater," 489,000 ",334514," 489,000 ",BUYER-VOLUME
2022,821000,FORT BEND COUNTY WCID 2,FORT BEND,N/A," 54,630,000 ",286225,Fort Bend County WCID2-FIFTH STREET WATER CORPORATION,Groundwater," 54,630,000 ",N/A," 54,630,000 ",BUYER-VOLUME
2022,821000,FORT BEND COUNTY WCID 2,FORT BEND,Groundwater," 35,330,000 ",370122,Inframark-HARRIS COUNTY MUD 122,Groundwater," 40,917,000 ",N/A," 40,917,000 ",BUYER-VOLUME
2023,821109,CITY OF STAMFORD,JONES,Surface Water," 11,801,402 ",268790,ERICKSDAHL WSC,Surface Water," 25,506,190 ",N/A," 25,506,190 ",BUYER-VOLUME
2023,821109,CITY OF STAMFORD,JONES,Surface Water," 15,806,010 ",519245,CITY OF LUEDERS,Surface Water," 14,158,000 ",N/A," 15,806,010 ",SELLER-VOLUME
2023,821109,CITY OF STAMFORD,JONES,Surface Water," 132,307 ",639520,PAINT CREEK WSC,Surface Water," 5,781,520 ",N/A," 132,307 ",SELLER-VOLUME
2023,821109,CITY OF STAMFORD,JONES,Surface Water," 6,901,211 ",760940,SAGERTON WSC,Surface Water," 6,858,200 ",N/A," 6,858,200 ",BUYER-VOLUME
2022,821109,CITY OF STAMFORD,JONES,Surface Water," 14,781,672 ",268790,ERICKSDAHL WSC,Surface Water," 25,898,930 ",N/A," 25,898,930 ",BUYER-VOLUME
2022,821109,CITY OF STAMFORD,JONES,Surface Water," 15,238,000 ",519245,CITY OF LUEDERS,Surface Water," 14,158,000 ",N/A," 15,238,000 ",SELLER-VOLUME
2022,821109,CITY OF STAMFORD,JONES,Surface Water," 896,356 ",639520,PAINT CREEK WSC,Surface Water," 5,781,520 ",N/A," 896,356 ",SELLER-VOLUME
2022,821109,CITY OF STAMFORD,JONES,Surface Water," 7,097,936 ",760940,SAGERTON WSC,Surface Water," 7,388,450 ",N/A," 7,388,450 ",BUYER-VOLUME
2023,823104,CHATEAU WOODS MUD,MONTGOMERY,Groundwater," 12,952,000 ",842875,A 1 UTILITY & CONSTRUCTION SERVICES INC-OLD TAMINA WSC,Groundwater," 12,952,000 ",N/A," 12,952,000 ",BUYER-VOLUME
2022,823104,CHATEAU WOODS MUD,MONTGOMERY,Groundwater," 15,384,000 ",842875,A 1 UTILITY & CONSTRUCTION SERVICES INC-OLD TAMINA WSC,Groundwater," 15,411,000 ",N/A," 15,411,000 ",BUYER-VOLUME
2022,824120,STEAMBOAT MOUNTAIN WSC,TAYLOR,Surface Water," 1,807,400 ",106410,CITY OF BUFFALO GAP,N/A, -   ,N/A," 1,807,400 ",SELLER-VOLUME
2022,824120,STEAMBOAT MOUNTAIN WSC,TAYLOR,Surface Water," 3,525,501 ",880400,TUSCOLA TAYLOR COUNTY WCID 1,Surface Water," 34,402,476 ",N/A," 34,402,476 ",BUYER-VOLUME
2023,824200,CITY OF STEPHENVILLE,ERATH,N/A, -   ,31425,EGS ELECTRICAL GROUP-STEPHENVILLE PLANT,Groundwater," 516,000 ",332119," 516,000 ",BUYER-VOLUME
2023,824200,CITY OF STEPHENVILLE,ERATH,N/A, -   ,285650,FIBERGRATE COMPOSITE STRUCTURES,Groundwater," 468,000 ",326199," 468,000 ",BUYER-VOLUME
2023,824200,CITY OF STEPHENVILLE,ERATH,N/A, -   ,291334,FMC TECHNOLOGIES INC,Groundwater," 2,336,000 ",333132," 2,336,000 ",BUYER-VOLUME
2022,824200,CITY OF STEPHENVILLE,ERATH,N/A, -   ,31425,EGS ELECTRICAL GROUP-STEPHENVILLE PLANT,Groundwater," 718,000 ",332119," 718,000 ",BUYER-VOLUME
2022,824200,CITY OF STEPHENVILLE,ERATH,N/A, -   ,285650,FIBERGRATE COMPOSITE STRUCTURES,Groundwater," 490,000 ",326199," 490,000 ",BUYER-VOLUME
2022,824200,CITY OF STEPHENVILLE,ERATH,N/A, -   ,291334,FMC TECHNOLOGIES INC,Groundwater," 2,656,000 ",333132," 2,656,000 ",BUYER-VOLUME
2023,825800,CITY OF STOCKDALE,WILSON,N/A, -   ,829500,SUNKO WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,825800,CITY OF STOCKDALE,WILSON,N/A, -   ,829500,SUNKO WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,826450,CITY OF STRAWN,PALO PINTO,Surface Water," 10,000,294 ",571620,CITY OF MINGUS,Surface Water," 9,938,078 ",N/A," 9,938,078 ",BUYER-VOLUME
2023,826450,CITY OF STRAWN,PALO PINTO,Surface Water," 4,068,070 ",1101650,TEXAS BUILDING PRODUCERS,N/A, -   ,N/A," 4,068,070 ",SELLER-VOLUME
2022,826450,CITY OF STRAWN,PALO PINTO,Surface Water," 9,666,434 ",571620,CITY OF MINGUS,Surface Water," 9,666,075 ",N/A," 9,666,075 ",BUYER-VOLUME
2022,826450,CITY OF STRAWN,PALO PINTO,Surface Water," 1,182,800 ",1101650,TEXAS BUILDING PRODUCERS,N/A, -   ,N/A," 1,182,800 ",SELLER-VOLUME
2022,826450,CITY OF STRAWN,PALO PINTO,Groundwater," 951,900 ",1106379,ZACHRY CORPORATION,N/A, -   ,N/A," 951,900 ",SELLER-VOLUME
2023,827152,STURDIVANT PROGRESS WSC,PALO PINTO,N/A, -   ,1105913,QUALITY STONE OF MINERAL WELLS LLC,Surface Water," 2,655,552 ",212311," 2,655,552 ",BUYER-VOLUME
2022,827152,STURDIVANT PROGRESS WSC,PALO PINTO,N/A, -   ,1105913,QUALITY STONE OF MINERAL WELLS LLC,Surface Water," 2,725,995 ",212311," 2,725,995 ",BUYER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,N/A," 42,824,700 ",181620,CROWN CORK & SEAL COMPANY INC-SUGAR LAND PLANT,Groundwater," 42,021,730 ",332431," 42,021,730 ",BUYER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,N/A, -   ,266198,DE NORA WATER TECHNOLOGIES LLC,Groundwater," 3,480,000 ",333998," 3,480,000 ",BUYER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,N/A," 660,189,200 ",285657,SI ENVIRONMENTAL LLC-FORT BEND COUNTY MUD 128,Surface Water," 661,332,000 ",N/A," 661,332,000 ",BUYER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,N/A, -   ,385390,KAVIS PHARMA LLC,Surface Water," 3,017,300 ",325412," 3,017,300 ",BUYER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,N/A," 165,386,899 ",592040,Champion X-SUGAR LAND PLANT,Surface Water," 97,352,000 ",325998," 97,352,000 ",BUYER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,N/A, -   ,857951,"TPM ACQUISITION HOLDINGS, LLC",Groundwater," 276,909 ",331512," 276,909 ",BUYER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,N/A," 17,318,900 ",1100413,SCHLUMBERGER (CITY OF SUGARLAND),Surface Water," 8,363,159 ",335929," 8,363,159 ",BUYER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 177,141,000 ",1106154,FORT BEND COUNTY LID 17 - RAW WATER,N/A, -   ,N/A," 177,141,000 ",SELLER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 3,297,700 ",1106155,FIRST COLONY COMM SERVICES - LAKEPOINTE IRRIGATION,N/A, -   ,N/A," 3,297,700 ",SELLER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 75,277,000 ",1106157,VENETIAN ESTATES HOA - RAW WATER LAKE FILL,N/A, -   ,N/A," 75,277,000 ",SELLER-VOLUME
2023,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 24,914,700 ",1106158,SUGAR LAKES HOA - RAW WATER LAKE FILL,N/A, -   ,N/A," 24,914,700 ",SELLER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,N/A," 46,999,999 ",181620,CROWN CORK & SEAL COMPANY INC-SUGAR LAND PLANT,Groundwater," 49,019,000 ",332431," 49,019,000 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,N/A, -   ,266198,DE NORA WATER TECHNOLOGIES LLC,Groundwater," 3,480,000 ",333998," 3,480,000 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,N/A," 629,887,400 ",285657,SI ENVIRONMENTAL LLC-FORT BEND COUNTY MUD 128,Surface Water," 634,886,000 ",N/A," 634,886,000 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 36,616,000 ",286509,MUNICIPAL DISTRICT SERVICES-FIRST COLONY MUD 9,Groundwater," 36,616,000 ",N/A," 36,616,000 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,N/A, -   ,385390,MYLAN INSTITUTIONAL INC,Surface Water," 2,792,100 ",325412," 2,792,100 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,N/A, -   ,398570,HOUSTON SIGMA TECHNOLOGIES LP,Groundwater," 772,000 ",334412," 772,000 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,N/A," 147,545,300 ",592040,Champion X-SUGAR LAND PLANT,Surface Water," 86,963,000 ",325998," 86,963,000 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,N/A, -   ,857951,TPM LTD,Groundwater," 307,700 ",331512," 307,700 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,N/A," 23,377,699 ",1100413,SCHLUMBERGER (CITY OF SUGARLAND),Surface Water," 8,493,130 ",335929," 8,493,130 ",BUYER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 190,290,000 ",1106154,FORT BEND COUNTY LID 17 - RAW WATER,N/A, -   ,N/A," 190,290,000 ",SELLER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 12,790,400 ",1106155,FIRST COLONY COMM SERVICES - LAKEPOINTE IRRIGATION,N/A, -   ,N/A," 12,790,400 ",SELLER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 85,653,000 ",1106157,VENETIAN ESTATES HOA - RAW WATER LAKE FILL,N/A, -   ,N/A," 85,653,000 ",SELLER-VOLUME
2022,828050,CITY OF SUGAR LAND,FORT BEND,Surface Water," 22,619,800 ",1106158,SUGAR LAKES HOA - RAW WATER LAKE FILL,N/A, -   ,N/A," 22,619,800 ",SELLER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 53,273,000 ",94920,BRASHEAR WSC,Surface Water," 52,363,300 ",N/A," 52,363,300 ",BUYER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 14,560,100 ",98150,BRINKER WSC,Surface Water," 14,519,000 ",N/A," 14,519,000 ",BUYER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 930,000 ",313520,GAFFORD CHAPEL WSC,Surface Water," 953,000 ",N/A," 930,000 ",SELLER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 214,023,000 ",607830,NORTH HOPKINS WSC,Surface Water," 169,270,100 ",N/A," 169,270,100 ",BUYER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 95,731,800 ",619125,OCEAN SPRAY CRANBERRIES INC,Surface Water," 96,072,000 ",311421," 96,072,000 ",BUYER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 7,173,400 ",686810,PLEASANT HILL WSC 2,Surface Water," 8,704,600 ",N/A," 7,173,400 ",SELLER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,N/A, -   ,739440,FLOWSERVE CORPORATION-SULPHUR SPRINGS OPERATION,Surface Water," 3,791,358 ",332911," 3,791,358 ",BUYER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 36,031,000 ",788548,SHADY GROVE 2 WSC,Surface Water," 16,149,500 ",N/A," 36,031,000 ",SELLER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 214,654,100 ",807720,SAPUTO DAIRY FOODS SULPHUR SPRINGS,Surface Water," 172,123,325 ",311511," 172,123,325 ",BUYER-VOLUME
2023,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 52,706,500 ",1103927,BEF FOODS,Surface Water," 52,706,500 ",311412," 52,706,500 ",BUYER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 57,265,800 ",94920,BRASHEAR WSC,Surface Water," 56,980,900 ",N/A," 56,980,900 ",BUYER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 14,396,300 ",98150,BRINKER WSC,Surface Water," 15,533,000 ",N/A," 15,533,000 ",BUYER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 1,780,000 ",313520,GAFFORD CHAPEL WSC,Surface Water," 953,000 ",N/A," 1,780,000 ",SELLER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 218,967,000 ",607830,NORTH HOPKINS WSC,Surface Water," 225,016,900 ",N/A," 225,016,900 ",BUYER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 84,795,700 ",619125,OCEAN SPRAY CRANBERRIES INC,Surface Water," 88,599,080 ",311421," 88,599,080 ",BUYER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 7,986,700 ",686810,PLEASANT HILL WSC 2,Surface Water," 8,704,600 ",N/A," 7,986,700 ",SELLER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 7,318,300 ",739440,FLOWSERVE CORPORATION-SULPHUR SPRINGS OPERATION,Surface Water," 7,378,200 ",332911," 7,378,200 ",BUYER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 38,716,000 ",788548,SHADY GROVE 2 WSC,Surface Water," 16,149,500 ",N/A," 38,716,000 ",SELLER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 205,787,400 ",807720,SAPUTO DAIRY FOODS SULPHUR SPRINGS,Surface Water," 210,671,600 ",311511," 210,671,600 ",BUYER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 21,140,100 ",1101171,OTHER MANUFACTURING HOPKINS COUNTY,N/A, -   ,N/A," 21,140,100 ",SELLER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 88,800,500 ",1103927,BEF FOODS,Surface Water," 72,139,992 ",311412," 72,139,992 ",BUYER-VOLUME
2022,828100,CITY OF SULPHUR SPRINGS,HOPKINS,Surface Water," 1,277,500 ",1106114,WILBURN TRUCKING,N/A, -   ,N/A," 1,277,500 ",SELLER-VOLUME
2023,829460,SUNBELT FWSD HIGH MEADOWS SUBDIVISION,HARRIS,N/A, -   ,370461,MUNICIPAL OPERATIONS & CONSULTING INC-HARRIS COUNTY MUD 461,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,829460,SUNBELT FWSD HIGH MEADOWS SUBDIVISION,HARRIS,N/A, -   ,370461,MUNICIPAL OPERATIONS & CONSULTING INC-HARRIS COUNTY MUD 461,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,829478,SUNILANDINGS UTILITIES,CALHOUN,Groundwater," 1,863,656 ",267353,ENCHANTED HARBOR WATER SYSTEM,Groundwater," 1,863,656 ",N/A," 1,863,656 ",BUYER-VOLUME
2022,829478,SUNILANDINGS UTILITIES,CALHOUN,Groundwater," 1,743,300 ",267353,ENCHANTED HARBOR WATER SYSTEM,Groundwater," 1,743,300 ",N/A," 1,743,300 ",BUYER-VOLUME
2023,830155,TOWN OF SUNNYVALE,DALLAS,Surface Water," 48,117,190 ",21030,DAL-TILE SUNNYVALE MFG PLANT,Surface Water," 48,216,000 ",327120," 48,216,000 ",BUYER-VOLUME
2023,830155,TOWN OF SUNNYVALE,DALLAS,Surface Water," 630,800 ",208500,DAL TILE CORPORATION-DALLAS PLANT,N/A, -   ,327120," 630,800 ",SELLER-VOLUME
2022,830155,TOWN OF SUNNYVALE,DALLAS,Surface Water," 50,470,990 ",21030,DAL-TILE SUNNYVALE MFG PLANT,Surface Water," 50,070,000 ",327120," 50,070,000 ",BUYER-VOLUME
2022,830155,TOWN OF SUNNYVALE,DALLAS,Surface Water," 586,000 ",208500,DAL TILE CORPORATION-DALLAS PLANT,N/A, -   ,327120," 586,000 ",SELLER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A," 104,309,000 ",98305,CITY OF BRONTE,Surface Water," 104,515,000 ",N/A," 104,515,000 ",BUYER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A, -   ,231171,DPC INDUSTRIES INC-SWEETWATER PLANT,Surface Water," 905,000 ",424690," 905,000 ",BUYER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A," 55,466,000 ",322210,GEORGIA - PACIFIC GYPSUM LLC-SWEETWATER,Surface Water," 52,186,000 ",327420," 52,186,000 ",BUYER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A," 45,216,000 ",734900,CITY OF ROBY,Groundwater," 44,175,000 ",N/A," 44,175,000 ",BUYER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A," 20,517,000 ",871600,CITY OF TRENT,Groundwater," 19,349,000 ",N/A," 19,349,000 ",BUYER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A," 104,943,000 ",889975,U S GYPSUM COMPANY-SWEETWATER PLANT & QUARRY,Groundwater," 98,115,000 ",327420," 98,115,000 ",BUYER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A," 57,478,000 ",1101674,GEORGIA PACIFIC,N/A, -   ,N/A," 57,478,000 ",SELLER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A, -   ,1102026,INGRAM CONCRETE LLC-SWEETWATER PLANT,Surface Water," 943,230 ",327320," 943,230 ",BUYER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A," 2,949,000 ",1103596,LUDLUM'S,N/A, -   ,N/A," 2,949,000 ",SELLER-VOLUME
2023,835550,CITY OF SWEETWATER,NOLAN,N/A, -   ,1107151,GEORGIA - PACIFIC GYPSUM LLC-SWEETWATER EAST,Surface Water," 100,472,000 ",327420," 100,472,000 ",BUYER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A," 138,395,000 ",98305,CITY OF BRONTE,Surface Water," 138,409,000 ",N/A," 138,409,000 ",BUYER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A, -   ,231171,DPC INDUSTRIES INC-SWEETWATER PLANT,Surface Water," 599,000 ",424690," 599,000 ",BUYER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A," 49,385,000 ",322210,GEORGIA - PACIFIC GYPSUM LLC-SWEETWATER,Surface Water," 59,994,000 ",327420," 59,994,000 ",BUYER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A," 49,722,000 ",734900,CITY OF ROBY,Groundwater," 50,733,000 ",N/A," 50,733,000 ",BUYER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A," 21,738,200 ",871600,CITY OF TRENT,Surface Water," 15,500,000 ",N/A," 15,500,000 ",BUYER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A," 120,411,000 ",889975,U S GYPSUM COMPANY-SWEETWATER PLANT & QUARRY,Groundwater," 107,929,000 ",327420," 107,929,000 ",BUYER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A," 713,000 ",1101674,GEORGIA PACIFIC,N/A, -   ,N/A," 713,000 ",SELLER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A, -   ,1102026,INGRAM CONCRETE LLC-SWEETWATER PLANT,Surface Water," 943,230 ",327320," 943,230 ",BUYER-VOLUME
2022,835550,CITY OF SWEETWATER,NOLAN,N/A," 2,200,000 ",1103596,LUDLUM'S,N/A, -   ,N/A," 2,200,000 ",SELLER-VOLUME
2023,841200,CITY OF TAFT,SAN PATRICIO,N/A, -   ,835239,CROP PRODUCTION SERVICES-TAFT PLANT,Surface Water," 500,000 ",424910," 500,000 ",BUYER-VOLUME
2022,841200,CITY OF TAFT,SAN PATRICIO,N/A, -   ,835239,CROP PRODUCTION SERVICES-TAFT PLANT,Surface Water," 500,000 ",424910," 500,000 ",BUYER-VOLUME
2023,843575,TATTOR ROAD MUD,HARRIS,N/A, -   ,692800,WATER DISTRICT MANAGEMENT COMPANY-POSTWOOD MUD,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,843575,TATTOR ROAD MUD,HARRIS,N/A, -   ,692800,WATER DISTRICT MANAGEMENT COMPANY-POSTWOOD MUD,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,844300,COMBINED CONSUMERS SUD,HUNT,Surface Water," 805,200 ",710400,CITY OF QUINLAN-CITY WATER UTILITY,Surface Water," 805,200 ",N/A," 805,200 ",BUYER-VOLUME
2022,844300,COMBINED CONSUMERS SUD,HUNT,Surface Water," 168,000 ",710400,CITY OF QUINLAN-CITY WATER UTILITY,N/A, -   ,N/A," 168,000 ",SELLER-VOLUME
2023,844400,CITY OF TAYLOR,WILLIAMSON,Surface Water," 81,805,000 ",413200,CITY OF HUTTO,Surface Water," 82,578,000 ",N/A," 82,578,000 ",BUYER-VOLUME
2023,844400,CITY OF TAYLOR,WILLIAMSON,N/A, -   ,477300,LABORATORY TOPS INC,Surface Water," 404,700 ",337127," 404,700 ",BUYER-VOLUME
2023,844400,CITY OF TAYLOR,WILLIAMSON,N/A, -   ,605000,NOACK WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,844400,CITY OF TAYLOR,WILLIAMSON,Surface Water," 32,555,300 ",866000,CITY OF THRALL,Surface Water," 32,448,400 ",N/A," 32,448,400 ",BUYER-VOLUME
2022,844400,CITY OF TAYLOR,WILLIAMSON,Surface Water," 58,136,000 ",413200,CITY OF HUTTO,Surface Water," 74,678,933 ",N/A," 74,678,933 ",BUYER-VOLUME
2022,844400,CITY OF TAYLOR,WILLIAMSON,N/A, -   ,477300,LABORATORY TOPS INC,Surface Water," 463,800 ",337127," 463,800 ",BUYER-VOLUME
2022,844400,CITY OF TAYLOR,WILLIAMSON,N/A, -   ,605000,NOACK WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,844400,CITY OF TAYLOR,WILLIAMSON,Surface Water," 29,075,300 ",866000,CITY OF THRALL,Surface Water," 29,075,300 ",N/A," 29,075,300 ",BUYER-VOLUME
2023,845040,TCW SUPPLY,HUTCHINSON,Groundwater," 51,397,000 ",669350,IACX ROCKCREEK-ROCK CREEK PLANT GPBR,Groundwater," 50,343,000 ",211130," 50,343,000 ",BUYER-VOLUME
2023,845040,TCW SUPPLY,HUTCHINSON,N/A, -   ,669450,IACX ROCKCREEK-SANFORD BOOSTER GPBR,Groundwater," 1,000 ",211130," 1,000 ",BUYER-VOLUME
2023,845040,TCW SUPPLY,HUTCHINSON,Groundwater," 5,932,000 ",767815,CITY OF SANFORD,Groundwater," 6,360,000 ",N/A," 6,360,000 ",BUYER-VOLUME
2023,845040,TCW SUPPLY,HUTCHINSON,Groundwater," 353,000 ",1105055,NOV PROCESS,N/A, -   ,N/A," 353,000 ",SELLER-VOLUME
2023,845040,TCW SUPPLY,HUTCHINSON,Groundwater," 1,903,001 ",1105282,BIG CREEK SAND AND GRAVEL INC-BEAR CREEK PIT,Groundwater," 1,903,000 ",212312," 1,903,000 ",BUYER-VOLUME
2022,845040,TCW SUPPLY,HUTCHINSON,Groundwater," 51,066,000 ",669350,IACX ROCKCREEK-ROCK CREEK PLANT GPBR,Groundwater," 66,689,000 ",211130," 66,689,000 ",BUYER-VOLUME
2022,845040,TCW SUPPLY,HUTCHINSON,N/A, -   ,669450,IACX ROCKCREEK-SANFORD BOOSTER GPBR,Groundwater," 9,000 ",211130," 9,000 ",BUYER-VOLUME
2022,845040,TCW SUPPLY,HUTCHINSON,Groundwater," 4,988,000 ",767815,CITY OF SANFORD,Groundwater," 6,229,000 ",N/A," 6,229,000 ",BUYER-VOLUME
2022,845040,TCW SUPPLY,HUTCHINSON,N/A, -   ,1103746,NATIONAL OILWELL VARCO,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,845040,TCW SUPPLY,HUTCHINSON,Groundwater," 1,746,000 ",1105055,NOV PROCESS,N/A, -   ,N/A," 1,746,000 ",SELLER-VOLUME
