Year,TWDB Survey No,PWS Name,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections 
2023,874100,TBCD WEST TREATMENT PLANT,N," 6,837 "," 135,906,000 "," 2,279 ",,," 83,307,800 ", 199 ,,," 247,100 ", 2 ,,," 219,460,900 "," 2,480 "," 2,588,500 ", 57 
2022,874375,TRINITY COVE SUBDIVISION,Y, 96 ,,,,,,,,,,,,,,,,
2023,874375,TRINITY COVE SUBDIVISION,Y, 96 ,,,,,,,,,,,,,,,,
2022,874455,TRINITY RURAL WSC 2,N, 426 ," 7,143,000 ", 142 ,,,,,,,,,,," 7,143,000 ", 142 ," 5,000,000 ",
2023,874455,TRINITY RURAL WSC 2,N, 435 ," 6,662,000 ", 145 ,,,,,,,,,,," 6,662,000 ", 145 ," 6,000,000 ",
2022,874456,TRINITY RURAL WSC 1,N," 2,220 "," 71,655,400 ", 740 ,,,,,,,,,,," 71,655,400 ", 740 ," 20,000,000 ", 2 
2023,874456,TRINITY RURAL WSC 1,N," 2,268 "," 67,211,600 ", 756 ,,,,,,,,,,," 67,211,600 ", 756 ," 35,160,000 ",
2022,874457,TRINITY RURAL WSC 3,N," 1,428 "," 19,557,600 ", 476 ,,,,,,,,,,," 19,557,600 ", 476 ," 15,000,000 ",
2023,874457,TRINITY RURAL WSC 3,N," 1,449 "," 19,350,100 ", 483 ,,,,,,,,,,," 19,350,100 ", 483 ," 18,000,000 ",
2022,874600,SJWTX TRIPLE PEAK PLANT,N," 31,686 "," 804,188,080 "," 10,123 "," 7,897,200 ", 19 ," 120,707,250 ", 390 ,,," 22,887,000 ", 30 ,,," 955,679,530 "," 10,562 ",,
2023,874600,SJWTX TRIPLE PEAK PLANT,N," 32,700 "," 769,134,200 "," 10,464 "," 8,210,200 ", 19 ," 87,353,650 ", 387 ,,," 24,835,900 ", 30 ,,," 889,533,950 "," 10,900 ",,
2022,874605,TRIPLE H ESTATES,N, 72 ," 1,725,000 ", 24 ,,,,,,,,,,," 1,725,000 ", 24 ," 727,000 ",
2023,874605,TRIPLE H ESTATES,N, 78 ," 1,848,000 ", 26 ,,,,,,,,,,," 1,848,000 ", 26 ," 205,000 ",
2022,875600,CITY OF TROUP,N," 2,200 "," 37,852,681 "," 1,116 "," 2,151,440 ", 4 ," 4,818,581 ", 135 ,,," 14,055,538 ", 33 ,,," 58,878,240 "," 1,288 "," 2,150,414 ", 29 
2023,875600,CITY OF TROUP,N," 2,200 "," 38,480,940 ", 875 ," 2,340,200 ", 4 ," 5,553,735 ", 116 ,,," 11,122,913 ", 20 ,,," 57,497,788 "," 1,015 "," 20,000,000 ", 26 
2022,876400,CITY OF TROY,N," 3,432 "," 77,542,900 "," 1,039 "," 10,457,860 ", 231 ," 11,300,700 ", 52 ," 1,040,200 ", 4 ," 10,833,000 ", 17 ," 154,700 ", 1 ," 111,329,360 "," 1,344 "," 1,907,000 ", 250 
2023,876400,CITY OF TROY,N," 3,721 "," 86,122,800 "," 1,140 "," 10,151,770 ", 236 ," 9,568,300 ", 50 ," 1,247,400 ", 4 ," 9,305,800 ", 17 ," 138,400 ", 2 ," 116,534,470 "," 1,449 "," 933,800 ", 250 
2022,876750,TRYON ROAD SUD,N," 7,234 "," 256,402,300 "," 2,337 "," 27,258,300 ", 23 ," 15,366,200 ", 43 ,,," 8,286,400 ", 10 ,,," 307,313,200 "," 2,413 "," 14,490,000 ",
2023,876750,TRYON ROAD SUD,N," 7,293 "," 235,433,100 "," 2,349 "," 30,151,600 "," 1,206 "," 16,419,700 ", 42 ,,," 6,524,400 ", 11 ,,," 298,278,800 "," 3,608 ",,
2022,877000,TUCKER WSC,N," 1,275 ",, 478 ,,,, 32 ,,,,,,,, 510 ,,
2023,877000,TUCKER WSC,N," 1,294 "," 35,536,000 ", 485 ,,," 61,000 ", 2 ," 265,000 ", 30 ,,," 140,000 ", 2 ," 36,002,000 ", 519 ,,
2022,877200,TULIA MUNICIPAL WATER SYSTEM,N," 4,326 "," 133,995,300 "," 1,620 ",,," 77,628,900 ", 292 ,,,,,,," 211,624,200 "," 1,912 "," 4,507,140 ",
2023,877200,TULIA MUNICIPAL WATER SYSTEM,N," 4,311 "," 127,337,500 "," 1,606 ",,," 71,189,800 ", 293 ,,,,,,," 198,527,300 "," 1,899 "," 6,039,149 ",
2022,877600,TUNIS WSC,N, 874 ," 26,810,549 ", 340 ,,," 326,958 ", 5 ,,,,," 4,904,368 ", 20 ," 32,041,875 ", 365 ," 653,916 ", 30 
2023,877600,TUNIS WSC,N," 1,330 "," 27,436,846 ", 355 ,,," 350,200 ", 5 ,,,,," 4,575,350 ", 20 ," 32,362,396 ", 380 ," 765,150 ", 30 
2022,878000,TURKEY MUNICIPAL WATER SYSTEM,N, 450 ," 29,125,000 ", 296 ," 1,056,000 ", 1 ," 2,800,000 ", 9 ,,,,,,," 32,981,000 ", 306 ," 1,734,000 ", 4 
2023,878000,TURKEY MUNICIPAL WATER SYSTEM,Y, 450 ," 29,125,000 ", 296 ," 1,056,000 ", 1 ," 2,800,000 ", 9 ,,,,,,," 32,981,000 ", 306 ," 1,734,000 ", 4 
2022,878200,TURLINGTON WSC,Y, 306 ,, 102 ,,,, 2 ,,,,,,,, 104 ,, 9 
2023,878200,TURLINGTON WSC,Y, 306 ,, 102 ,,,, 2 ,,,,,,,, 104 ,, 9 
2022,879890,TURTLE CREEK VILLAGE,N, 105 ," 4,832,000 ", 35 ,,,,,,,,,,," 4,832,000 ", 35 ,,
2023,879890,TURTLE CREEK VILLAGE,Y, 105 ," 4,832,000 ", 35 ,,,,,,,,,,," 4,832,000 ", 35 ,,
2022,880400,TUSCOLA-TAYLOR COUNTY WCID 1,N, 850 ," 27,831,180 ", 519 ,,," 1,924,100 ", 41 ,,," 2,706,800 ", 7 ,,," 32,462,080 ", 567 ," 350,000 ", 28 
2023,880400,TUSCOLA-TAYLOR COUNTY WCID 1,N, 850 ," 25,298,000 ", 500 ,,," 2,627,900 ", 47 ,,," 4,307,500 ", 10 ,,," 32,233,400 ", 557 ," 354,800 ", 39 
2022,880709,BAMMEL OAKS ESTATES 1,Y, 39 ,, 13 ,,,,,,,,,,,, 13 ,,
2023,880709,BAMMEL OAKS ESTATES 1,Y, 39 ,, 13 ,,,,,,,,,,,, 13 ,,
2022,880712,ATASCOCITA ACRES SUBDIVISION,Y, 414 ," 8,307,000 ", 138 ,,,,,,,,,,," 8,307,000 ", 138 ,,
2023,880712,ATASCOCITA ACRES SUBDIVISION,Y, 414 ," 8,307,000 ", 138 ,,,,,,,,,,," 8,307,000 ", 138 ,,
2022,880714,CARRIAGE HILLS,Y," 1,713 "," 78,910,000 ", 571 ,,,,,,,,,,," 78,910,000 ", 571 ," 6,000 ",
2023,880714,CARRIAGE HILLS,Y," 1,713 "," 78,910,000 ", 571 ,,,,,,,,,,," 78,910,000 ", 571 ," 6,000 ",
2022,880715,BAMMEL OAKS ESTATES 2,Y, 228 ," 4,460,000 ", 76 ,,,,,,,,,,," 4,460,000 ", 76 ,,
2023,880715,BAMMEL OAKS ESTATES 2,Y, 228 ," 4,460,000 ", 76 ,,,,,,,,,,," 4,460,000 ", 76 ,,
2022,880717,WESTGATE SUBDIVISION,Y, 162 ,, 54 ,,,, 1 ,,,,,,,, 55 ,,
2023,880717,WESTGATE SUBDIVISION,Y, 162 ,, 54 ,,,, 1 ,,,,,,,, 55 ,,
2022,880718,MOBILE HOME ESTATES,Y, 597 ," 20,321,000 ", 200 ,,,,,,,,,,," 20,321,000 ", 200 ,,
2023,880718,MOBILE HOME ESTATES,Y, 597 ," 20,321,000 ", 200 ,,,,,,,,,,," 20,321,000 ", 200 ,,
2022,880720,CYPRESS PLACE,Y, 150 ," 5,728,000 ", 50 ,,,,,,,,,,," 5,728,000 ", 50 ," 4,000 ",
2023,880720,CYPRESS PLACE,Y, 150 ," 5,728,000 ", 50 ,,,,,,,,,,," 5,728,000 ", 50 ," 4,000 ",
2022,880721,NORTH WOODS ESTATES,Y, 108 ," 3,419,000 ", 36 ,,,,,,,,,,," 3,419,000 ", 36 ,,
2023,880721,NORTH WOODS ESTATES,Y, 108 ," 3,419,000 ", 36 ,,,,,,,,,,," 3,419,000 ", 36 ,,
2022,880722,CRYSTAL FOREST SUBDIVISION,Y, 609 ," 13,455,000 ", 203 ,,,,,,,,,,," 13,455,000 ", 203 ," 18,000 ",
2023,880722,CRYSTAL FOREST SUBDIVISION,Y, 609 ," 13,455,000 ", 203 ,,,,,,,,,,," 13,455,000 ", 203 ," 18,000 ",
2022,880723,TEXAS LANDING UTILITIES DEERWOOD,N, 306 ," 3,955,452 ", 102 ,,,,,,,,,,," 3,955,452 ", 102 ,,
2023,880723,TEXAS LANDING UTILITIES DEERWOOD,Y, 306 ," 3,955,452 ", 102 ,,,,,,,,,,," 3,955,452 ", 102 ,,
2022,880840,TWIN CREEK PARK WATER SYSTEM,Y, 297 ," 5,294,640 ", 92 ,,,,,,,,,,," 5,294,640 ", 92 ," 100,000 ", 1 
2023,880840,TWIN CREEK PARK WATER SYSTEM,Y, 297 ," 5,294,640 ", 92 ,,,,,,,,,,," 5,294,640 ", 92 ," 100,000 ", 1 
2022,880900,TWIN CREEK WSC,N," 1,400 "," 35,605,000 ", 721 ,,,,,,,,,,," 35,605,000 ", 721 ,,
2023,880900,TWIN CREEK WSC,N," 1,400 "," 35,985,800 ", 730 ,,,,,,,,,,," 35,985,800 ", 730 ,,
2022,880940,SOUTH FORK MOBILE HOME PARK,N," 1,000 "," 27,652,200 ", 350 ,,,,,,,,,,," 27,652,200 ", 350 ,,
2023,880940,SOUTH FORK MOBILE HOME PARK,N," 1,000 "," 29,023,300 ", 350 ,,,,,,,,,,," 29,023,300 ", 350 ,,
2022,880942,CITY OF CARLS CORNER,N, 130 ," 3,586,320 ", 48 ,,,,,,,,,,," 3,586,320 ", 48 ,,
2023,880942,CITY OF CARLS CORNER,N, 130 ," 3,837,110 ", 45 ,,,,,,,,,,," 3,837,110 ", 45 ,,
2022,880943,TWIN LAKES WATER,Y, 81 ,, 27 ,,,,,,,,,,,, 27 ,,
2023,880943,TWIN LAKES WATER,Y, 81 ,, 27 ,,,,,,,,,,,, 27 ,,
2022,880955,ANTHONY HARBOR SUBDIVISION,N, 101 ," 1,744,400 ", 43 ,,,,,,,,,,," 1,744,400 ", 43 ,,
2023,880955,ANTHONY HARBOR SUBDIVISION,N, 101 ," 1,814,200 ", 43 ,,,,,,,,,,," 1,814,200 ", 43 ,,
2022,880956,GLEN OAKS WATER SYSTEM,N, 91 ," 1,514,760 ", 31 ,,,,,,,,,,," 1,514,760 ", 31 ,,
2023,880956,GLEN OAKS WATER SYSTEM,N, 87 ," 1,505,450 ", 31 ,,,,,,,,,,," 1,505,450 ", 31 ,,
2022,880966,FOREST HILLS WATER SUPPLY,Y, 525 ," 11,417,740 ", 154 ,,," 3,878,560 ", 21 ,,,,,,," 15,296,300 ", 175 ,,
2023,880966,FOREST HILLS WATER SUPPLY,Y, 525 ," 11,417,740 ", 154 ,,," 3,878,560 ", 21 ,,,,,,," 15,296,300 ", 175 ,,
2022,880970,HICKORY HOLLOW WATER SYSTEM,N, 67 ," 1,983,890 ", 22 ,,,,,,,,,,," 1,983,890 ", 22 ,,
2023,880970,HICKORY HOLLOW WATER SYSTEM,N, 67 ," 2,217,940 ", 22 ,,,,,,,,,,," 2,217,940 ", 22 ,,
2022,880973,LAKEWOOD WATER SYSTEM,N, 48 ," 1,329,290 ", 16 ,,,,,,,,,,," 1,329,290 ", 16 ,,
2023,880973,LAKEWOOD WATER SYSTEM,N, 48 ," 1,159,589 ", 16 ,,,,,,,,,,," 1,159,589 ", 16 ,,
2022,880976,LA PLAYA SUBDIVISION WATER SYSTEM,N, 75 ," 288,000 ", 25 ,,,,,,,,,,," 288,000 ", 25 ,,
2023,880976,LA PLAYA SUBDIVISION WATER SYSTEM,Y, 75 ," 288,000 ", 25 ,,,,,,,,,,," 288,000 ", 25 ,,
2022,880986,PARKWAY WATER SYSTEM,N, 351 ," 1,959,400 ", 135 ,,,,,,,,,,," 1,959,400 ", 135 ,,
2023,880986,PARKWAY WATER SYSTEM,N, 322 ," 850,973 ", 135 ,,,,,,,,,,," 850,973 ", 135 ,,
2022,880988,POWELL POINT WATER SYSTEM,N, 363 ," 7,652,300 ", 121 ,,,,,,,,,,," 7,652,300 ", 121 ,,
2023,880988,POWELL POINT WATER SYSTEM,N, 363 ," 7,932,202 ", 121 ,,,,,,,,,,," 7,932,202 ", 121 ,,
2022,880996,WESTWOOD WSC,N, 75 ," 5,122,310 ", 149 ,,,,,,,,,,," 5,122,310 ", 149 ,,
2023,880996,WESTWOOD WSC,N, 75 ," 5,525,772 ", 149 ,,,,,,,,,,," 5,525,772 ", 149 ,,
2023,881045,TWIN BUTTES WATER SYSTEM,N, 30 ," 300,000 ", 18 ,,," 298,000 ", 3 ,,,,,,," 598,000 ", 21 ," 1,110 ", 16 
2022,881125,TWO WAY SUD,N," 6,414 "," 180,497,700 "," 2,080 ",,," 22,659,340 ", 58 ," 897,200 ", 1 ,,,,," 204,054,240 "," 2,139 ",,
2023,881125,TWO WAY SUD,N," 6,579 "," 178,574,750 "," 2,136 ",,," 21,500,340 ", 57 ," 228,800 ", 1 ,,,,," 200,303,890 "," 2,194 ",,
2022,881140,CITY OF TYE,N," 1,333 "," 20,399,672 ", 566 ,,," 13,179,943 ", 99 ,,,,,,," 33,579,615 ", 665 ," 24,682,304 ", 1 
2023,881140,CITY OF TYE,N," 1,176 "," 18,826,544 ", 528 ,,," 13,799,612 ", 97 ,,,,,,," 32,626,156 ", 625 ,,
2022,881200,CITY OF TYLER,N," 107,000 "," 3,426,463,000 "," 32,074 "," 749,535,000 ", 523 ," 1,871,519,000 "," 3,898 "," 436,478,000 ", 40 ," 512,257,000 ", 390 ," 259,637,000 ", 342 ," 7,569,275,000 "," 37,267 "," 3,609,958,932 ", 1 
2023,881200,CITY OF TYLER,N," 107,000 "," 3,295,321,000 "," 32,444 "," 791,415,000 ", 625 ," 1,850,428,000 "," 3,911 "," 529,343,000 ", 42 ," 506,578,000 ", 390 ," 215,315,000 ", 348 ," 7,188,400,000 "," 37,760 "," 3,235,724,812 ", 1 
2022,881300,TYLER COUNTY SUD,N," 5,805 "," 151,149,800 "," 1,896 ",,," 3,112,100 ", 32 ,,," 37,221,000 ", 7 ,,," 191,482,900 "," 1,935 ",,
2023,881300,TYLER COUNTY SUD,Y," 5,805 "," 151,149,800 "," 1,896 ",,," 3,112,100 ", 32 ,,," 37,221,000 ", 7 ,,," 191,482,900 "," 1,935 ",,
2022,884995,U & F WSC,N, 540 ," 16,618,080 ", 247 ," 514,590 ", 6 ," 962,140 ", 33 ," 135,990 ", 1 ," 89,890 ", 4 ," 1,877,800 ", 33 ," 20,198,490 ", 324 ,,
2023,884995,U & F WSC,N, 517 ," 14,382,800 ", 243 ," 497,820 ", 4 ," 1,319,110 ", 30 ," 141,030 ", 1 ," 59,110 ", 4 ," 2,322,610 ", 39 ," 18,722,480 ", 321 ,,
2022,885010,UMBARGER COMMUNITY WATER SUPPLY,N, 125 ," 3,545,380 ", 58 ,,," 258,950 ", 15 ,,,,,,," 3,804,330 ", 73 ,,
2023,885010,UMBARGER COMMUNITY WATER SUPPLY,N, 125 ," 3,130,350 ", 58 ,,," 347,930 ", 15 ,,,,,,," 3,478,280 ", 73 ,,
2022,886860,UNION GROVE WSC,N," 3,384 "," 70,586,950 "," 1,085 "," 775,220 ", 16 ," 588,900 ", 13 ,,," 5,482,040 ", 10 ," 2,136,850 ", 4 ," 79,569,960 "," 1,128 ",,
2023,886860,UNION GROVE WSC,N," 3,174 "," 70,186,870 "," 1,032 ",,," 845,500 ", 13 ,,," 8,467,080 ", 10 ," 3,441,810 ", 3 ," 82,941,260 "," 1,058 ",,
2022,887650,UNION WSC,N," 6,780 "," 129,308,960 "," 1,849 "," 656,680 ", 6 ," 12,646,450 ", 101 ,,," 12,782,033 ", 9 ,,," 155,473,713 "," 2,280 ",,
2023,887650,UNION WSC,N," 6,930 "," 126,004,500 "," 2,198 "," 669,150 ", 5 ," 12,081,410 ", 97 ,,," 26,499,830 ", 10 ,,," 165,254,890 "," 2,310 ",,
2022,891320,CITY OF UNIVERSAL CITY,N," 21,000 "," 532,910,000 "," 5,852 "," 175,785,000 ", 128 ," 178,482,000 ", 532 ,,," 17,950,000 ", 58 ,,," 920,090,000 "," 6,571 ",,
2023,891320,CITY OF UNIVERSAL CITY,N," 21,000 "," 467,886,000 "," 5,886 "," 168,920,000 ", 138 ," 171,083,000 ", 544 ,,," 17,747,000 ", 63 ,,," 840,684,200 "," 6,632 ",,
2022,891336,CITY OF UNIVERSITY PARK,N," 25,278 "," 1,518,561,800 "," 9,160 "," 58,989,100 ", 742 ," 82,965,200 ", 289 ,,," 382,345,600 ", 213 ,,," 2,042,861,700 "," 10,404 ",,
2023,891336,CITY OF UNIVERSITY PARK,N," 25,278 "," 1,437,869,100 "," 9,333 "," 51,609,200 ", 750 ," 94,382,700 ", 309 ,,," 482,574,000 ", 217 ,,," 2,066,435,000 "," 10,609 ",,
2022,891343,UPPER JASPER COUNTY WATER AUTHORITY 2,N, 888 ," 16,300,970 ", 281 ,,," 641,658 ", 8 ," 1,249,300 ", 1 ," 132,609 ", 5 ," 35,438 ", 1 ," 18,359,975 ", 296 ," 6,739,000 ",
2023,891343,UPPER JASPER COUNTY WATER AUTHORITY 2,N," 1,053 "," 15,658,245 ", 331 ,,," 543,272 ", 13 ," 93,700 ", 1 ," 130,482 ", 5 ," 74,294 ", 1 ," 16,499,993 ", 351 ,,
2022,891347,UPPER JASPER COUNTY WATER AUTHORITY 1,N," 1,668 "," 29,633,939 ", 574 ," 148,100 ", 1 ," 1,267,049 ", 19 ," 521,013 ", 5 ," 648,711 ", 16 ," 623,575 ", 11 ," 32,842,387 ", 626 ,,
2023,891347,UPPER JASPER COUNTY WATER AUTHORITY 1,N," 1,932 "," 25,934,118 ", 591 ," 418,200 ", 1 ," 1,612,175 ", 19 ," 908,623 ", 5 ," 762,773 ", 16 ," 635,662 ", 12 ," 30,271,551 ", 644 ,,
2022,891348,WEST TRAVIS COUNTY PUBLIC UTILITY AGENCY,N," 28,218 "," 1,673,754,000 "," 9,149 "," 196,224,000 ", 261 ," 132,850,000 ", 330 ,,," 7,907,000 ", 55 ,,," 2,010,735,000 "," 9,795 ",,
2023,891348,WEST TRAVIS COUNTY PUBLIC UTILITY AGENCY,N," 30,159 "," 1,563,961,000 "," 9,511 "," 8,128,000 ", 116 ," 153,312,000 ", 367 ,,," 31,415,000 ", 59 ,,," 1,756,816,000 "," 10,053 ",,
2022,891371,ORCHARD CROSSING SUBDIVISION,N, 378 ," 6,003,000 ", 126 ,,,,,,,,,,," 6,003,000 ", 126 ," 366,000 ",
2023,891371,ORCHARD CROSSING SUBDIVISION,N, 348 ," 7,579,000 ", 124 ,,,,,,,,,,," 7,579,000 ", 124 ," 81,000 ",
2022,891375,UTOPIA WSC,Y, 759 ," 33,202,345 ", 207 ,,," 2,990,000 ", 52 ,,,,,,," 36,192,345 ", 259 ," 2,583,455 ", 13 
2023,891375,UTOPIA WSC,N, 893 ," 17,115,300 ", 244 ,,," 1,383,100 ", 9 ,,," 1,177,200 ", 5 ,,," 19,675,600 ", 258 ,,
2022,891400,CITY OF UVALDE,N," 17,000 "," 570,366,000 "," 4,391 "," 54,849,000 ", 122 ," 312,631,000 ", 578 ," 4,000 ", 1 ,,,,," 1,083,301,000 "," 5,093 "," 650,500,000 ", 1 
2023,891400,CITY OF UVALDE,N," 17,000 "," 494,130,000 "," 4,604 "," 52,482,000 ", 117 ," 269,744,000 ", 521 ,, 1 ,,,,," 816,356,000 "," 5,243 "," 547,300,000 ", 1 
2022,892475,VACATION VILLAGE,N," 1,300 "," 30,319,000 ", 480 ,,,,,,,,,,," 30,319,000 ", 480 ," 10,000 ", 3 
2023,892475,VACATION VILLAGE,Y," 1,300 "," 30,319,000 ", 480 ,,,,,,,,,,," 30,319,000 ", 480 ," 10,000 ", 3 
2022,894300,CITY OF VALENTINE,N, 150 ," 8,775,100 ", 78 ,,,,,,," 120,000 ", 2 ,,," 8,895,100 ", 80 ," 5,000 ", 1 
2023,894300,CITY OF VALENTINE,N, 150 ," 10,266,500 ", 81 ,,,,,,," 5,000 ", 2 ,,," 10,271,500 ", 83 ," 5,000 ", 1 
2022,895000,CITY OF VALLEY MILLS,N," 1,330 "," 30,722,248 ", 527 ," 176,530 ", 2 ," 19,862,080 ", 64 ,,,,," 525,870 ", 3 ," 51,286,728 ", 596 ," 2,150,400 ", 21 
2023,895000,CITY OF VALLEY MILLS,N," 1,203 "," 38,365,651 ", 529 ," 1,040,723 ", 1 ," 2,557,710 ", 64 ," 2,134,365 ", 1 ,, 1 ,,," 44,098,449 ", 596 ," 2,184,349 ", 1 
2022,895025,VALLEY MUD 2 RANCHO VIEJO,N," 3,325 "," 123,616,442 "," 1,768 "," 23,710,850 ", 658 ," 35,902,445 ", 58 ,,,,,,," 183,229,737 "," 2,484 ",,
2023,895025,VALLEY MUD 2 RANCHO VIEJO,N," 3,544 "," 136,360,410 "," 1,603 "," 22,796,631 ", 577 ," 5,476,628 ", 62 ,,,,,,," 164,633,669 "," 2,242 "," 14,596,200 ", 18 
2022,895800,CITY OF VALLEY VIEW,N, 782 ," 13,536,250 ", 255 ," 431,300 ", 1 ," 4,112,818 ", 43 ,,," 1,538,800 ", 9 ,,," 19,619,168 ", 308 ,,
2023,895800,CITY OF VALLEY VIEW,N, 836 ," 16,651,601 ", 295 ," 501,273 ", 1 ," 3,563,023 ", 44 ,,," 1,812,194 ", 9 ,,," 22,528,091 ", 349 ,,
2022,896275,VALLEY WSC,N, 240 ," 5,025,743 ", 89 ,,,,,,,,,,," 5,025,743 ", 89 ," 4,000,000 ", 1 
2023,896275,VALLEY WSC,N, 240 ," 6,124,891 ", 96 , 1 ,,,,,,,,,," 6,124,892 ", 96 ," 4,000,000 ", 1 
2022,897000,CITY OF VAN,N," 4,077 "," 76,855,776 "," 1,170 "," 2,059,370 ", 6 ," 19,919,360 ", 99 ," 88,900 ", 1 ," 8,081,440 ", 31 ," 4,639,860 ", 52 ," 111,644,706 "," 1,359 ",,
2023,897000,CITY OF VAN,N," 4,122 "," 73,050,273 "," 1,176 "," 2,589,587 ", 9 ," 21,381,795 ", 109 ," 511,600 ", 1 ," 8,550,610 ", 31 ," 3,077,561 ", 48 ," 109,161,426 "," 1,374 "," 2,871,323 ", 12 
2022,897400,CITY OF VAN ALSTYNE,N," 7,500 "," 157,218,420 "," 2,209 "," 10,341,769 ", 22 ," 44,513,634 ", 219 ," 2,324,598 ", 5 ,,," 12,291,999 ", 10 ," 226,690,420 "," 2,465 ",,
2023,897400,CITY OF VAN ALSTYNE,N," 8,795 "," 172,504,428 "," 2,570 "," 12,189,294 ", 26 ," 47,247,998 ", 226 ," 2,130,440 ", 5 ,,," 10,056,700 ", 10 ," 244,128,860 "," 2,837 ",,
2022,898200,JACKSON COUNTY WCID 2,N, 410 ," 8,418,600 ", 188 ," 375,600 ", 4 ,,,,," 4,668,500 ", 9 ,,," 13,462,700 ", 201 ," 780,400 ", 20 
2023,898200,JACKSON COUNTY WCID 2,N, 472 ," 9,504,544 ", 179 ," 1,419,100 ", 10 ,,,,," 2,794,792 ", 8 ,,," 13,718,436 ", 197 ," 625,064 ", 22 
2022,899000,CITY OF VAN HORN,N," 1,876 "," 178,674,679 ", 874 ," 2,959,500 ", 2 ," 74,404,667 ", 155 ,,,,," 255,235 ", 6 ," 256,294,081 "," 1,037 "," 3,567,329 ",
2023,899000,CITY OF VAN HORN,N," 2,480 "," 195,571,239 ", 886 ," 4,009,980 ", 2 ," 63,573,977 ", 135 ,,," 18,980,865 ", 12 ," 72,500 ", 6 ," 282,208,561 "," 1,041 "," 2,674,854 ",
2022,899200,MATAGORDA COUNTY WCID 6,Y," 1,488 "," 26,216,100 ", 407 ," 858,400 ", 2 ," 3,616,700 ", 12 ,,,,,,," 30,691,200 ", 421 ," 4,348,054 ",
2023,899200,MATAGORDA COUNTY WCID 6,Y," 1,488 "," 26,216,100 ", 407 ," 858,400 ", 2 ," 3,616,700 ", 12 ,,,,,,," 30,691,200 ", 421 ," 4,348,054 ",
2022,899710,VARNER CREEK UTILITY DISTRICT,N," 3,552 "," 76,732,100 "," 1,184 ",,," 2,936,600 ", 49 ,,,,," 16,100 ", 1 ," 79,684,800 "," 1,234 "," 11,193,200 ", 105 
2023,899710,VARNER CREEK UTILITY DISTRICT,N," 3,065 "," 84,343,200 "," 1,226 ",,," 2,943,100 ", 39 ,,,,,,," 87,286,300 "," 1,265 "," 4,939,700 ", 105 
2022,900600,VEGA MUNICIPAL WATER SYSTEM,N, 916 ," 74,684,000 ", 441 ,,,, 35 ,,,, 30 ,, 10 ," 74,684,000 ", 516 ,,
2023,900600,VEGA MUNICIPAL WATER SYSTEM,N, 916 ," 72,480,000 ", 441 ,,,, 35 ,,,, 30 ,, 10 ," 72,480,000 ", 516 ,,
2022,901300,VERDE HILLS WSC,N, 59 ," 2,002,060 ", 26 ,,,,,,,,,,," 2,002,060 ", 26 ," 15,000 ", 2 
2023,901300,VERDE HILLS WSC,Y, 59 ," 2,002,060 ", 26 ,,,,,,,,,,," 2,002,060 ", 26 ," 15,000 ", 2 
2022,901400,CITY OF VENUS,N," 3,570 "," 42,177,289 ", 530 ," 13,203,060 ", 51 ," 18,245,078 ", 64 ," 9,601 ", 1 ," 802,147 ", 5 ,,," 74,437,175 ", 651 ," 288,000 ", 6 
2023,901400,CITY OF VENUS,N," 3,780 "," 29,353,100 ", 434 ," 8,692,700 ", 20 ," 96,974,500 ", 45 ,,," 10,332,000 ", 50 ,,," 145,352,300 ", 549 ," 224,700 ", 36 
2022,901500,VERDE PARK ESTATES,N, 222 ," 5,073,000 ", 74 ,,,,,,,,,,," 5,073,000 ", 74 ," 947,000 ",
2023,901500,VERDE PARK ESTATES,N, 219 ," 4,742,000 ", 73 ,,,,,,,,,,," 4,742,000 ", 73 ," 1,192,000 ",
2022,902200,CITY OF VERNON,N," 11,002 "," 251,102,000 "," 3,520 "," 31,648,000 ", 63 ," 61,321,000 ", 374 ," 216,940,000 ", 8 ," 52,521,000 ", 122 ,,," 613,532,000 "," 4,087 "," 523,000 ",
2023,902200,CITY OF VERNON,N," 11,002 "," 238,007,000 "," 3,503 "," 29,555,000 ", 63 ," 66,011,000 ", 374 ," 232,265,000 ", 8 ," 53,314,000 ", 120 ,,," 619,152,000 "," 4,068 "," 442,000 ",
2022,902270,VERONA SUD,N," 3,573 "," 100,810,461 "," 1,191 ",,,,,,,,,,," 100,810,461 "," 1,191 "," 1,941,000 ", 11 
2023,902270,VERONA SUD,N," 3,648 "," 104,901,000 "," 1,216 ",,,,,,,,,,," 104,901,000 "," 1,216 "," 5,667,200 ", 11 
2022,902351,GRAND LAKES MUD 1,N," 3,213 "," 173,318,600 "," 1,096 ",,," 984,000 ", 4 ,,," 854,000 ", 2 ,,," 175,156,600 "," 1,102 "," 449,490 ", 1 
2023,902351,GRAND LAKES MUD 1,N," 3,219 "," 144,433,000 "," 1,098 ",,," 807,000 ", 4 ,,," 407,000 ", 2 ,,," 145,647,000 "," 1,104 "," 905,525 ", 1 
2022,902352,GRAND LAKES MUD 2,N," 2,076 "," 175,397,000 ", 722 ,,," 10,341,000 ", 15 ,,," 2,112,000 ", 2 ,,," 187,850,000 ", 739 ," 482,925 ", 1 
